FREQ	GAIN
228.881836	0.186281
228.980000	0.185973
229.248047	0.185136
229.346000	0.184831
229.614258	0.183999
229.712000	0.183696
229.980469	0.182870
230.078000	0.182571
230.346680	0.181750
230.445000	0.181451
230.712891	0.180638
230.811000	0.180342
231.079102	0.179535
231.177000	0.179241
231.445312	0.178439
231.543000	0.178149
231.811523	0.177352
231.910000	0.177061
232.177734	0.176273
232.276000	0.175985
232.543945	0.175202
232.642000	0.174917
232.910156	0.174139
233.008000	0.173857
233.276367	0.173084
233.374000	0.172804
233.642578	0.172037
233.741000	0.171757
234.008789	0.170998
234.107000	0.170720
234.375000	0.169966
234.473000	0.169691
234.741211	0.168941
234.839000	0.168669
235.107422	0.167925
235.205000	0.167655
235.473633	0.166916
235.572000	0.166646
235.839844	0.165914
235.938000	0.165647
236.206055	0.164919
236.304000	0.164655
236.572266	0.163932
236.670000	0.163670
236.938477	0.162952
237.036000	0.162693
237.304688	0.161980
237.403000	0.161720
237.670898	0.161014
237.769000	0.160757
238.037109	0.160056
238.135000	0.159801
238.403320	0.159104
238.501000	0.158851
238.769531	0.158159
238.868000	0.157907
239.135742	0.157222
239.234000	0.156971
239.501953	0.156291
239.600000	0.156043
239.868164	0.155366
239.966000	0.155121
240.234375	0.154449
240.332000	0.154205
240.600586	0.153538
240.699000	0.153294
240.966797	0.152634
241.065000	0.152392
241.333008	0.151736
241.431000	0.151497
241.699219	0.150845
241.797000	0.150608
242.065430	0.149960
242.163000	0.149725
242.431641	0.149081
242.530000	0.148847
242.797852	0.148209
242.896000	0.147977
243.164062	0.147343
243.262000	0.147113
243.530273	0.146484
243.628000	0.146255
243.896484	0.145630
243.994000	0.145404
244.262695	0.144783
244.361000	0.144556
244.628906	0.143941
244.727000	0.143717
244.995117	0.143106
245.093000	0.142883
245.361328	0.142276
245.459000	0.142056
245.727539	0.141453
245.825000	0.141234
246.093750	0.140635
246.192000	0.140417
246.459961	0.139823
246.558000	0.139607
246.826172	0.139017
246.924000	0.138802
247.192383	0.138216
247.290000	0.138004
247.558594	0.137422
247.657000	0.137209
247.924805	0.136632
248.023000	0.136422
248.291016	0.135849
248.389000	0.135640
248.657227	0.135071
248.755000	0.134864
249.023438	0.134298
249.121000	0.134093
249.389648	0.133531
249.488000	0.133326
249.755859	0.132769
249.854000	0.132566
250.122070	0.132013
250.220000	0.131811
250.488281	0.131262
250.586000	0.131062
250.854492	0.130516
250.952000	0.130318
251.220703	0.129775
251.319000	0.129577
251.586914	0.129039
251.685000	0.128843
251.953125	0.128309
252.051000	0.128115
252.319336	0.127584
252.417000	0.127391
252.685547	0.126863
252.783000	0.126672
253.051758	0.126148
253.150000	0.125957
253.417969	0.125438
253.516000	0.125248
253.784180	0.124732
253.882000	0.124545
254.150391	0.124032
254.248000	0.123846
254.516602	0.123336
254.615000	0.123150
254.882812	0.122645
254.981000	0.122461
255.249023	0.121959
255.347000	0.121776
255.615234	0.121278
255.713000	0.121096
255.981445	0.120601
256.079000	0.120421
256.347656	0.119929
256.446000	0.119749
256.713867	0.119261
256.812000	0.119083
257.080078	0.118598
257.178000	0.118422
257.446289	0.117940
257.544000	0.117765
257.812500	0.117286
257.910000	0.117113
258.178711	0.116637
258.277000	0.116463
258.544922	0.115992
258.643000	0.115820
258.911133	0.115351
259.009000	0.115181
259.277344	0.114715
259.375000	0.114546
259.643555	0.114083
259.741000	0.113916
260.009766	0.113455
260.108000	0.113288
260.375977	0.112832
260.474000	0.112666
260.742188	0.112213
260.840000	0.112048
261.108398	0.111598
261.206000	0.111435
261.474609	0.110987
261.572000	0.110825
261.840820	0.110380
261.939000	0.110219
262.207031	0.109778
262.305000	0.109617
262.573242	0.109179
262.671000	0.109020
262.939453	0.108585
263.037000	0.108427
263.305664	0.107994
263.404000	0.107836
263.671875	0.107408
263.770000	0.107251
264.038086	0.106825
264.136000	0.106670
264.404297	0.106246
264.502000	0.106092
264.770508	0.105671
264.868000	0.105519
265.136719	0.105100
265.235000	0.104948
265.502930	0.104533
265.601000	0.104382
265.869141	0.103969
265.967000	0.103820
266.235352	0.103410
266.333000	0.103261
266.601562	0.102854
266.699000	0.102706
266.967773	0.102301
267.066000	0.102154
267.333984	0.101753
267.432000	0.101606
267.700195	0.101208
267.798000	0.101063
268.066406	0.100666
268.164000	0.100522
268.432617	0.100128
268.530000	0.099986
268.798828	0.099594
268.897000	0.099451
269.165039	0.099063
269.263000	0.098922
269.531250	0.098536
269.629000	0.098396
269.897461	0.098012
269.995000	0.097873
270.263672	0.097491
270.362000	0.097352
270.629883	0.096974
270.728000	0.096837
270.996094	0.096461
271.094000	0.096324
271.362305	0.095951
271.460000	0.095815
271.728516	0.095444
271.826000	0.095309
272.094727	0.094940
272.193000	0.094805
272.460938	0.094440
272.559000	0.094306
272.827148	0.093942
272.925000	0.093810
273.193359	0.093449
273.291000	0.093317
